1135,8021ES,Ferdinand Bolstraat,21,,ALG1010
1129,8021ES,Ferdinand Bolstraat,7,,ALG1010
1137,8021ET,Govert Flinckstraat,8,,ALG1010
1167,8021VG,Holtenbroekerweg,12,,ALG1011
1164,8021VG,Holtenbroekerweg,2,,ALG1011
1169,8021VG,Holtenbroekerweg,20,,ALG1011
1165,8021VG,Holtenbroekerweg,8,,ALG1011
1182,8021VM,Sint Michaelstraat,10,,ALG1011
1183,8021VM,Sint Michaelstraat,12,,ALG1011
1185,8021VM,Sint Michaelstraat,16,,ALG1011
1178,8021VM,Sint Michaelstraat,2,,ALG1011
1186,8021VM,Sint Michaelstraat,24,,ALG1011
1187,8021VM,Sint Michaelstraat,26,,ALG1011
1189,8021VM,Sint Michaelstraat,36,,ALG1011
1179,8021VM,Sint Michaelstraat,4,,ALG1011
1181,8021VM,Sint Michaelstraat,8,,ALG1011
1177,8021VR,Sint Josephstraat,17,,ALG1011
1172,8021VR,Sint Josephstraat,7,,ALG1011
1173,8021VR,Sint Josephstraat,9,,ALG1011
1157,8021WG,Diezerenk,13,,ALG1011
1159,8021WG,Diezerenk,17,,ALG1011
1161,8021WG,Diezerenk,21,,ALG1011
1162,8021WG,Diezerenk,25,,ALG1011
1163,8021WG,Diezerenk,27,,ALG1011
1154,8021WG,Diezerenk,7,,ALG1011
1310,8032ZL,Morra,11,,ALG1013
1312,8032ZL,Morra,13,,ALG1013
1322,8032ZL,Morra,25,,ALG1013
1324,8032ZL,Morra,27,,ALG1013
1326,8032ZL,Morra,29,,ALG1013
1332,8032ZL,Morra,35,,ALG1013
1334,8032ZL,Morra,37,,ALG1013
1304,8032ZL,Morra,5,,ALG1013
1306,8032ZL,Morra,7,,ALG1013
1308,8032ZL,Morra,9,,ALG1013
1340,8032ZM,Morra,43,,ALG1013
1341,8032ZM,Morra,45,,ALG1013
1345,8032ZM,Morra,49,,ALG1013
1351,8032ZM,Morra,55,,ALG1013
1355,8032ZM,Morra,59,,ALG1013
1356,8032ZM,Morra,61,,ALG1013
1360,8032ZM,Morra,65,,ALG1013
1362,8032ZM,Morra,67,,ALG1013
1364,8032ZM,Morra,69,,ALG1013
1366,8032ZM,Morra,71,,ALG1013
1309,8032ZN,Morra,10,,ALG1013
1311,8032ZN,Morra,12,,ALG1013
1313,8032ZN,Morra,14,,ALG1013
1315,8032ZN,Morra,16,,ALG1013
1317,8032ZN,Morra,18,,ALG1013
1301,8032ZN,Morra,2,,ALG1013
1319,8032ZN,Morra,20,,ALG1013
1321,8032ZN,Morra,24,,ALG1013
1323,8032ZN,Morra,26,,ALG1013
1325,8032ZN,Morra,28,,ALG1013
1327,8032ZN,Morra,30,,ALG1013
1329,8032ZN,Morra,32,,ALG1013
1333,8032ZN,Morra,36,,ALG1013
1305,8032ZN,Morra,6,,ALG1013
1337,8032ZP,Morra,40,,ALG1013
1342,8032ZP,Morra,46,,ALG1013
1348,8032ZP,Morra,52,,ALG1013
1357,8032ZP,Morra,62,,ALG1013
1359,8032ZP,Morra,64,,ALG1013
1361,8032ZP,Morra,66,,ALG1013
1363,8032ZP,Morra,68,,ALG1013
1365,8032ZP,Morra,70,,ALG1013
1367,8032ZP,Morra,72,,ALG1013
1369,8032ZP,Morra,74,,ALG1013
1371,8032ZP,Morra,78,,ALG1013
1555,8021BA,Berkumhof,25,,ALG1020
1554,8021BA,Berkumhof,27,,ALG1020
1553,8021BA,Berkumhof,29,,ALG1020
1552,8021BA,Berkumhof,31,,ALG1020
1551,8021BA,Berkumhof,33,,ALG1020
1550,8021BA,Berkumhof,35,,ALG1020
1549,8021BA,Berkumhof,37,,ALG1020
1548,8021BA,Berkumhof,39,,ALG1020
1547,8021BA,Berkumhof,41,,ALG1020
1546,8021BA,Berkumhof,43,,ALG1020
